"method","jaccard"
"spVC-Inter",0.105449305482849
"spVC-Inter",0.181756507063672
"spVC-Inter",0.22050390113203
"spVC-Inter",0.152790450451025
"spVC-Inter",0.46919028125942
"spVC-Inter",0.142393231573154
"spVC-Inter",0.393942514336265
"spVC-Inter",0.479256383341772
"spVC-Inter",0.0176914151034066
"spVC-Inter",0.289760853268469
"spVC-Inter",0.0404861788484185
"spVC-Inter",0.126671893399403
"spVC-Inter",0.300685377435898
"spVC-Inter",0
"spVC-Inter",0.209029040210748
"spVC-Inter",0.161505334877906
"spVC-Inter",0.458475886187218
"spVC-Inter",0.473354240684407
"spVC-Inter",0.196050005361865
"spVC-Inter",0.000741480869397598
"spVC-Inter",0.436823348020397
"spVC-Inter",0
"spVC-Inter",0.240244400367898
"spVC-Inter",0.361433198789928
"spVC-Inter",0.129468300032516
"spVC-Inter",0.18467781894434
"spVC-Inter",0.287758967680745
"spVC-Inter",0.525035727358476
"spVC-Inter",0.125452284172816
"spVC-Inter",0.231551907754693
"spVC-Inter",0.164265513173116
"spVC-Inter",0.122346878042786
"spVC-Inter",0.634774626830338
"spVC-Inter",0.422531564541502
"spVC-Inter",0.0774605765398421
"spVC-Inter",0.561113273005752
"spVC-Inter",0.22537069580159
"spVC-Inter",0.210911329172767
"spVC-Inter",0.484202691386823
"spVC-Inter",0.314487009519306
"spVC-Inter",0.0709595075597642
"spVC-Inter",0.457755029428378
"spVC-Inter",0.273151871052476
"spVC-Inter",0.0873309626882478
"spVC-Inter",0.304974874494021
"spVC-Inter",0.256075504460433
"spVC-Inter",0.0478961589104674
"spVC-Inter",0.413
"spVC-Inter",0.125
"spVC-Inter",0.119
